name,category_list,funding_total_usd,country_code,state_code,founded_at,funding_rounds,first_funding_at,last_funding_at,status_binary
working equity,"['Finance Technology', 'Home Owners', 'Wealth Management']",5000000.0,USA,CA,2005-08-19,1,2009-11-30,2009-11-30,0
workingpoint,"['Accounting', 'Billing', 'CRM', 'Freelancers', 'Small and Medium Businesses', 'Software']",188000.0,USA,CA,2005-01-01,1,2012-04-01,2012-04-01,1
worklight,['Mobile'],17600000.0,USA,NY,2006-02-01,3,2006-02-19,2008-04-30,1
workmetro,"['E-Commerce Platforms', 'Employment', 'Recruiting']",5500000.0,SGP,unknown,2001-10-28,1,2006-02-08,2006-02-08,1
worknowledge,"['Internet', 'Online Education', 'Services']",2500000.0,SGP,unknown,1997-06-08,1,2001-09-19,2001-09-19,0
worksimple,"['Collaboration', 'Lead Management', 'Productivity Software', 'Social Media', 'Teachers', 'Weddings']",1019999.0,USA,CA,2007-01-01,2,2010-10-14,2012-03-12,0
workstir,['Curated Web'],41358853.86867132,USA,CA,2005-02-18,1,2009-06-01,2009-06-01,0
workstreamer,['Enterprise Software'],3500000.0,USA,TX,2009-10-01,2,2009-01-01,2010-07-27,0
worksurfers,['Marketplaces'],40000.0,USA,CA,2013-11-01,1,2012-11-22,2012-11-22,0
worktopia,"['Enterprise Software', 'Meeting Software']",12282836.0,USA,NY,2004-01-01,3,2007-10-01,2010-07-15,1
workvoices,"['CRM', 'Enterprise Software', 'File Sharing', 'Social Network Media', 'Web Development']",267240.0,NLD,9,2009-01-01,1,2011-01-01,2011-01-01,1
workwell systems,"['Health and Wellness', 'Physical Security', 'Therapeutics']",506919.0,USA,GA,1998-01-01,1,2009-04-14,2009-04-14,1
workwith.me,"['Career Management', 'Human Resources', 'Recruiting', 'Social Recruiting']",250000.0,ISR,5,2012-06-01,1,2012-07-01,2012-07-01,0
world blender,"['Android', 'Entertainment', 'Facebook Applications', 'Finance', 'Games', 'iPhone', 'Mobile', 'Social Media', 'Software']",12000.0,USA,WA,2010-01-01,1,2010-11-01,2010-11-01,0
world freight company international,['Transportation'],47853300.0,SGP,unknown,2007-01-23,1,2011-05-06,2011-05-06,1
world reviewer,"['Image Recognition', 'Internet', 'Reviews and Recommendations', 'Travel', 'Video', 'Web Tools']",21214175.002838995,GBR,H9,2007-10-07,1,2007-01-01,2007-01-01,0
world wide packets,['Web Hosting'],57400000.0,USA,WA,1999-01-01,4,2004-01-09,2007-05-29,1
worlddesk,"['Cloud Computing', 'Enterprise Software', 'File Sharing', 'Software']",1250000.0,GBR,R3,2010-01-01,1,2013-06-12,2013-06-12,1
worldgate communications,"['Design', 'Internet', 'Internet TV', 'Television']",6550000.0,USA,PA,2005-01-02,1,2009-04-15,2009-04-15,1
worldmate,"['Collaboration', 'Hotels', 'Mobile', 'News', 'Real Time', 'Social Media', 'Travel']",10800000.0,USA,CA,2000-01-01,3,2007-11-19,2012-01-01,1
worldrat,['Travel'],89591.0,HUN,9,2007-09-27,2,2012-01-08,2012-12-01,0
worldstor,['Storage'],33000000.0,SGP,unknown,1996-09-07,1,2000-12-19,2000-12-19,0
worldzen holdings,['Business Services'],4000000.0,IND,19,1998-10-31,1,2003-02-11,2003-02-11,0
wormhole,['Apps'],171682000.60144928,CHN,22,2008-03-26,1,2012-07-07,2012-07-07,0
wote,['Curated Web'],19791.0,SGP,unknown,2013-01-01,1,2013-01-01,2013-01-01,0
woven systems,['Web Hosting'],34452226.0,USA,CA,2003-01-01,3,2005-12-01,2008-11-26,1
wpcs international,['Telecommunications'],1575000.0,USA,PA,2011-04-10,1,2015-07-22,2015-07-22,1
writewith,['Music'],41358853.86867132,USA,OR,2007-02-21,1,2007-01-01,2007-01-01,0
wsp global,"['Business Services', 'Consulting', 'Engineering Firms', 'Environmental Innovation', 'Professional Services']",486000000.0,CAN,ON,1959-01-01,2,2014-03-31,2014-10-01,1
wuaki.tv,"['Film', 'Games', 'Media', 'News', 'Video', 'Video Streaming']",16576852.052269405,ESP,56,2009-01-01,1,2011-09-01,2011-09-01,1
wunderloop,['Advertising'],10000000.0,GBR,H9,1999-01-01,1,2007-01-01,2007-01-01,1
wundrbar,['Search'],41358853.86867132,USA,CA,2008-01-01,1,2008-01-01,2008-01-01,0
wurldtech,"['Certification Test', 'Cyber Security', 'Infrastructure']",5186985.0,CAN,BC,2008-01-18,2,2012-04-30,2014-01-13,1
wututu,"['Hardware + Software', 'Image Recognition', 'Technology']",16576852.052269405,ESP,56,2005-06-20,1,2009-10-01,2009-10-01,0
wuxi apptec,['Biotechnology'],93470000.0,CHN,23,2000-12-01,5,2005-02-01,2008-07-01,1
www.jstjobs.com,"['Employment', 'Services', 'Social Search']",700000.0,SGP,unknown,2014-04-11,2,2014-03-31,2015-03-31,0
wynyard group,"['Analytics', 'Financial Services', 'Governments', 'Law Enforcement']",58875383.0,NZL,E7,2011-01-01,2,2014-03-31,2015-06-10,1
wysiwyg,['Consulting'],190000.0,ESP,29,2002-06-04,1,2006-09-15,2006-09-15,1
x body,['Biotechnology'],6802465.0,USA,MA,2008-01-01,2,2012-01-23,2015-04-08,1
x-sten,"['Health Care', 'Medical Devices', 'Pharmaceuticals']",725000.0,USA,CO,2001-06-05,1,2005-09-16,2005-09-16,0
x2impact,['Health Care'],4570000.0,USA,WA,2007-02-03,2,2011-05-17,2012-02-29,0
xacct technologies,"['Networking', 'Software', 'Telecommunications']",21000000.0,SGP,unknown,1995-07-18,1,1999-10-29,1999-10-29,1
xactly corp,"['Analytics', 'Incentives']",85870000.0,USA,CA,2005-03-01,7,2006-03-24,2014-12-01,1
xaffire inc,['Software'],13000000.0,USA,WI,1999-02-23,1,2003-06-06,2003-06-06,0
xand,['Software'],200000000.0,USA,NY,1999-01-01,1,2013-09-12,2013-09-12,1
xanic,['Semiconductors'],808000.0,GBR,V2,2003-03-17,1,2007-06-28,2007-06-28,0
xanthus pharmaceuticals,['Pharmaceuticals'],55800000.0,USA,MA,1999-08-31,2,2003-12-12,2006-12-01,1
xatori,"['Clean Technology', 'Mobile', 'Smart Grid', 'Software']",700000.0,USA,CA,2010-11-01,1,2011-01-01,2011-01-01,1
xaware,['Search'],22655660.0,USA,CO,1999-01-01,5,2002-10-03,2009-03-30,0
xbyme,"['Application Platforms', 'Internet Marketing', 'Social Media']",225000.0,SGP,unknown,2012-12-01,1,2013-06-01,2013-06-01,0
xcalia,['Software'],7588252.0,FRA,A8,2000-01-01,2,2004-07-07,2006-12-05,1
xcedex,"['Cloud Computing', 'Green', 'Software', 'Virtualization']",500000.0,USA,MN,2008-05-15,1,2009-05-04,2009-05-04,0
xceedium,['Security'],37689119.0,USA,VA,2000-01-01,7,2006-07-24,2014-03-06,1
xcel pharmaceuticals,"['Medical', 'Medical Devices', 'Pharmaceuticals']",88000000.0,USA,CA,1998-12-20,2,2003-04-02,2003-04-02,1
xceliant,"['Cloud Computing', 'Enterprise Software', 'SaaS', 'Sales Automation']",73055.0,GBR,A7,2009-01-01,1,2009-01-01,2009-01-01,0
xcellerex,['Biotechnology'],31000000.0,USA,MA,2003-07-01,1,2007-10-12,2007-10-12,1
caredx,"['Biotechnology', 'Diagnostics', 'Fitness', 'Health and Wellness', 'Health Care', 'Health Diagnostics']",146397292.0,USA,CA,2000-01-01,9,2004-12-01,2012-09-12,1
xelerated,['Semiconductors'],75000000.0,USA,CA,2000-01-01,5,2001-10-16,2008-08-14,1
xelerated holdings,"['Networking', 'Semiconductors', 'Services']",12500000.0,USA,MA,1999-04-06,1,2003-07-18,2003-07-18,0
xencor,"['Biotechnology', 'Health Care']",36097653.0,USA,CA,1997-01-01,4,2007-10-25,2013-07-01,1
xenith bank,['Banking'],21000000.0,USA,VA,2008-01-01,1,2014-10-03,2014-10-03,1
xenogen corporation,"['Bio-Pharm', 'Biotechnology']",22000000.0,USA,CA,1999-03-29,1,2003-07-10,2003-07-10,1
xenome,['Biotechnology'],32500000.0,NOR,2,1999-03-08,5,2003-06-19,2010-04-22,0
xenon pharmaceuticals,['Pharmaceuticals'],6086956.52173913,SGP,unknown,2002-08-27,1,2006-12-08,2006-12-08,1
xenoone,"['Curated Web', 'Social Media']",3000000.0,USA,NY,2006-12-15,1,2009-12-01,2009-12-01,0
xenoport,['Biotechnology'],100900000.0,USA,CA,1999-01-01,4,2002-06-01,2012-11-21,1
xero,"['Accounting', 'Banking', 'Billing', 'Business Services', 'Collaboration', 'CRM', 'Finance', 'Personal Finance', 'SaaS', 'Software']",374995300.0,NZL,G2,2006-07-01,8,2002-01-07,2015-02-24,1
xerox,['Hardware + Software'],1100000000.0,USA,CT,1906-01-01,1,2012-03-15,2012-03-15,1
xerpa,"['Internet', 'SaaS']",8685985.864614366,BRA,27,2011-04-20,1,2015-08-01,2015-08-01,0
xfield paintball,"['Game', 'Video Games']",297057.0,SGP,unknown,2012-02-01,1,2013-03-20,2013-03-20,0
xfire,"['Computers', 'Entertainment', 'Games', 'Networking']",12000000.0,USA,CA,2002-01-01,4,2004-04-20,2012-05-21,1
xg technology,"['Mobile', 'Telecommunications']",1633333.0,USA,FL,2002-01-01,2,2009-12-16,2015-07-23,1
xgraph,['Analytics'],3750000.0,USA,NY,2008-10-01,1,2010-07-07,2010-07-07,1
xiam,"['Mobile', 'Web Development']",1221900.0,IRL,7,2000-05-04,1,2004-08-15,2004-08-15,1
"xiamen honwan imp. & exp. co.,ltd","['Clean Technology', 'Consumer Goods', 'Manufacturing']",500000.0,SGP,unknown,1992-03-05,1,2009-09-10,2009-09-10,0
xifin,"['Enterprise Software', 'SaaS', 'Software']",2000000.0,USA,CA,1997-01-01,1,2006-09-11,2006-09-11,1
xikota devices,['Semiconductors'],960000.0,USA,MA,2003-08-16,1,2007-11-27,2007-11-27,0
xing,"['Business Services', 'Contact Management', 'Networking', 'Social Media']",6844560.0,DEU,4,2003-08-13,2,2004-05-01,2005-11-01,1
xkoto,['Software'],11035000.0,USA,MA,2005-01-01,3,2005-11-01,2009-01-26,0
xl group,['Public Relations'],1480000.0,FRA,A9,1986-01-01,1,2008-01-01,2008-01-01,1
xlander.ru,"['Adventure Travel', 'Reviews and Recommendations', 'Social Travel']",1000000.0,SGP,unknown,2008-03-23,1,2012-07-04,2012-07-04,0
xm radio,['News'],200000000.0,SGP,unknown,1998-08-20,1,2002-12-01,2002-12-01,1
xmlaw,"['Legal', 'Web Development']",150000.0,USA,MA,2003-10-01,1,2003-10-01,2003-10-01,0
xmpie,['Software'],9000000.0,USA,NY,2000-01-01,3,2001-06-01,2006-08-01,1
"xo group, inc.","['Media', 'Social Media', 'Weddings']",19600000.0,SGP,unknown,1996-01-01,3,1996-01-01,1999-04-15,1
xobni,['Software'],41752000.0,USA,CA,2006-03-01,8,2006-06-01,2012-02-27,1
xoft,"['Electronics', 'Medical Devices', 'Technology']",100496138.0,USA,CA,1995-09-20,6,2000-01-01,2010-07-12,1
xometry,"['Manufacturing', 'Mechanical Solutions', 'Technology']",8800000.0,USA,MD,2013-10-01,1,2015-11-05,2015-11-05,0
xoom corporation,"['E-Commerce', 'Finance', 'Financial Services', 'P2P Money Transfer']",93029000.0,USA,CA,2001-03-01,4,2006-06-19,2011-11-22,1
xoopit,"['Curated Web', 'Email', 'Photo Sharing', 'Search', 'Social Network Media']",6500000.0,USA,CA,2004-01-01,2,2006-12-01,2008-04-02,1
"xora, inc.","['Enterprise Software', 'Gps', 'Mobile']",23500000.0,USA,CA,1999-01-01,4,2001-05-01,2009-08-12,1
xorpsource,"['Open Source', 'Services', 'Software']",5000000.0,SGP,unknown,2004-04-08,1,2008-07-20,2008-07-20,0
xosoft,['Data Security'],9000000.0,USA,MA,1999-01-01,1,2004-07-07,2004-07-07,1
xpd media,['Games'],2000000.0,CHN,22,2004-03-21,1,2008-07-02,2008-07-02,1
xpede,['Financial Services'],43000000.0,USA,CA,1998-01-01,1,2000-06-14,2000-06-14,1
xpeerient,['Software'],620441.0,USA,MA,2009-01-01,1,2010-09-28,2010-09-28,1
xpextend,"['Computers', 'Security', 'Software']",20000.0,USA,TX,2010-03-19,1,2014-06-30,2014-06-30,0
xpliant,['Semiconductors'],18905096.0,USA,CA,2011-01-01,2,2012-07-13,2014-01-13,1
xplore technologies,['Mobile'],23897500.0,USA,TX,1985-01-01,5,2009-11-15,2015-03-09,1
xradia,['Biotechnology'],11000000.0,USA,CA,1999-01-01,2,2007-01-16,2007-03-08,1
xrs corporation,"['Fleet Management', 'Software', 'Tracking', 'Transportation']",33010002.0,USA,MN,1985-01-01,2,2009-04-29,2009-12-18,1
xsigo,['Analytics'],41358853.86867132,USA,CA,2004-08-01,2,2009-05-15,2011-01-01,1
xspand,"['Finance', 'Financial Services', 'Risk Management']",3250000.0,USA,NJ,1997-08-23,1,2001-12-04,2001-12-04,1
xtellus,['Hardware + Software'],16300000.0,USA,NJ,2000-01-01,2,2002-02-28,2008-03-27,1
xtent,['Medical Devices'],40200000.0,USA,CA,1999-02-18,2,2003-06-01,2005-03-03,1
xtify inc.,"['Android', 'App Marketing', 'Location Based Services', 'Mobile']",6586383.0,USA,NY,2008-07-01,3,2008-12-02,2012-02-07,0
xtime,"['Analytics', 'CRM', 'Software']",28400000.0,USA,CA,1999-01-01,2,2000-01-01,2012-11-13,1
xtract,['Advertising'],5479600.0,FIN,13,2001-01-01,1,2008-05-28,2008-05-28,1
cloud.cm,['Curated Web'],500000.0,USA,CA,2009-03-31,1,2011-01-01,2011-01-01,0
xtremio,"['Enterprise Software', 'Storage']",25000000.0,USA,CA,2009-01-01,3,2009-11-11,2011-12-05,1
xtwip,"['Collaboration', 'Curated Web', 'Real Time', 'Software', 'Web Development']",42660.0,SGP,unknown,2009-06-01,1,2009-06-01,2009-06-01,0
xueda education group,"['Customer Service', 'Education']",20000000.0,CHN,19,2001-09-01,1,2008-03-01,2008-03-01,1
xumii,"['Chat', 'iPhone', 'Messaging', 'Mobile', 'Networking']",12800000.0,USA,CA,2006-01-01,3,2005-12-12,2008-09-08,1
xunlight,['Clean Technology'],40000000.0,USA,OH,2006-01-01,3,2007-07-12,2008-08-29,0
xvionics,['Enterprise Software'],3000000.0,USA,VA,2004-01-01,1,2005-11-04,2005-11-04,0
xylan corporation,"['Business Services', 'Consumer Electronics', 'Electronics']",41358853.86867132,USA,CA,1993-01-01,1,1993-09-16,1993-09-16,0
"xylo, inc","['Information Services', 'Information Technology', 'Services', 'Technology']",35000000.0,USA,WA,1995-06-03,2,1999-09-14,2000-03-07,1
xylos corporation,['Biotechnology'],1500000.0,USA,PA,1996-01-01,1,2010-05-20,2010-05-20,0
xyo,"['Advertising', 'Advertising Networks', 'Mobile']",26718000.17836007,DEU,16,2010-10-01,1,2012-08-02,2012-08-02,1
xytis,['Biotechnology'],24500000.0,USA,CA,2006-01-01,1,2006-01-09,2006-01-09,0
xzeres,['Clean Technology'],21400000.0,USA,OR,2010-01-01,2,2014-08-27,2015-04-07,1
yabbedoo,"['Android', 'B2B', 'Blogging Platforms', 'Coupons', 'Discounts', 'Hotels', 'Information Technology', 'iPhone', 'Local', 'Mobile', 'Public Relations', 'Sales and Marketing', 'Tourism', 'Travel']",702800.0,CHE,7,2011-07-17,1,2011-07-11,2011-07-11,0
yadata,"['Advertising', 'Analytics']",4300000.0,ISR,5,2005-07-01,2,2006-04-01,2007-02-01,1
yadio,['Curated Web'],15515606.656651298,SGP,unknown,1999-02-25,1,2003-06-08,2003-06-08,1
"yaga, inc.",['Emerging Markets'],15200000.0,USA,CA,2000-01-01,1,2001-06-12,2001-06-12,1
yahoo!,"['Email', 'Internet', 'Photography', 'Portals', 'Search', 'Technology']",6800000.0,USA,CA,1994-01-01,2,1995-04-01,1995-11-30,1
yakify,"['Architecture', 'Curated Web', 'Design', 'Real Estate']",100000.0,USA,CA,2012-01-01,1,2012-01-01,2012-01-01,0
yamei electronics,['Electronics'],171682000.60144928,CHN,22,2001-08-01,1,2009-09-30,2009-09-30,1
yamisee,"['Curated Web', 'Education']",700000.0,USA,CT,2010-01-01,2,2010-03-24,2010-12-15,0
yammer,"['Enterprises', 'Enterprise Software', 'Networking', 'Social Media', 'Twitter Applications', 'Web Development']",142000000.0,USA,CA,2008-09-10,5,2009-01-19,2012-02-29,1
yandex | яндекс,"['Big Data Analytics', 'Cloud-Based Music', 'E-Commerce', 'Email', 'Information Technology', 'Mobile Search', 'Mobile Software Tools', 'Portals', 'Search', 'Software']",5300000.0,RUS,48,1997-09-23,1,2000-04-01,2000-04-01,1
yap,"['Audio', 'Messaging', 'Mobile', 'Speech Recognition', 'Telecommunications', 'Telephony']",12000000.0,USA,NC,2006-05-01,4,2007-01-19,2010-10-07,0
yaptap inc.,"['Computers', 'Messaging', 'Mobile', 'Music']",41358853.86867132,USA,NY,2015-05-01,1,2015-06-01,2015-06-01,0
yardbarker network,['Curated Web'],8134000.0,USA,CA,2003-01-02,4,2007-04-15,2009-09-08,1
yardsale,"['Curated Web', 'Local', 'Marketplaces', 'Mobile']",41358853.86867132,USA,CA,2007-04-21,1,2011-08-02,2011-08-02,1
yellowdog media,['Curated Web'],5750000.0,USA,CA,2009-10-01,2,2010-03-01,2010-11-22,0
yarly,['Software'],25000.0,USA,NY,2012-11-01,1,2014-05-12,2014-05-12,1
yashi,"['Advertising', 'Curated Web', 'Video']",7250000.0,USA,NJ,2007-08-22,4,2010-12-17,2014-09-16,1
yasmo,"['Events', 'Mobile', 'Networking', 'Social Media']",435000.0,USA,CA,2012-04-04,4,2009-09-20,2012-10-10,0
yasports,"['Sports', 'Video on Demand']",500000.0,SGP,unknown,2015-03-01,1,2015-03-01,2015-03-01,0
yasuu,"['Curated Web', 'Leisure', 'Marketplaces']",26718000.17836007,DEU,2,2011-05-06,1,2011-07-01,2011-07-01,1
yatango,"['E-Commerce', 'Software', 'Telecommunications']",5835291.0,AUS,2,2012-03-01,2,2012-12-01,2013-06-01,0
yatown,"['Communities', 'Local', 'Social Media', 'Social Network Media']",330000.0,USA,CA,2010-01-01,2,2010-08-01,2011-05-13,0
yazino,"['Facebook Applications', 'Gambling', 'Games', 'iPhone', 'Social Games']",58691380.64413128,CHE,24,2009-01-01,1,2012-02-11,2012-02-11,0
yebo!world (yebo!),"['Apps', 'Social Media', 'Social Network Media']",40026.0,SWE,26,2014-09-01,1,2014-11-15,2014-11-15,0
yebol,['Search'],600000.0,CHN,22,2008-01-01,1,2008-01-01,2008-01-01,0
yedda,"['Media', 'Social Media']",2500000.0,ISR,5,2006-01-01,2,2006-03-01,2007-02-01,1
yellloh,"['Blogging Platforms', 'Social Media', 'Social Network Media']",91900.0,AUS,7,2013-05-01,1,2013-06-01,2013-06-01,0
yellowbrck,"['Location Based Services', 'Mobile Social', 'Parenting', 'Social Media']",150000.0,USA,NY,2010-05-01,1,2011-05-03,2011-05-03,0
yellowsmith,"['Crowdsourcing', 'E-Commerce', 'Jewelry']",850000.0,USA,NY,2012-08-01,1,2012-08-20,2012-08-20,1
yelloyello,"['Reviews and Recommendations', 'Social Media']",65850.0,NLD,11,2007-09-01,1,2007-01-01,2007-01-01,1
yelp,"['Customer Service', 'Reviews and Recommendations', 'Search']",56000000.0,USA,CA,2004-07-01,5,2004-07-01,2010-01-27,1
yemeksepeti,"['E-Commerce', 'Hospitality', 'Service Providers']",44000000.0,TUR,34,2000-11-30,2,2012-09-17,2013-05-02,1
yes.no,"['Q&A', 'Social Network Media']",1000000.0,ISR,5,2015-01-01,1,2015-05-01,2015-05-01,0
yesmail,"['Curated Web', 'Email']",9000000.0,USA,OR,1997-01-01,1,1999-05-18,1999-05-18,1
yestodate.com,['Curated Web'],1000000.0,USA,FL,2009-06-03,1,2009-06-03,2009-06-03,0
juke,"['Application Platforms', 'Social Media', 'Sports']",20000.0,USA,NY,2011-05-13,1,2015-08-24,2015-08-24,0
yibailin,"['Android', 'Internet', 'Mobile', 'Social Network Media', 'Software']",60000.0,CHN,4,2011-06-18,1,2011-06-18,2011-06-18,0
yield software,"['Optimization', 'Semantic Search', 'SEO', 'Software']",6000000.0,USA,CA,2007-01-01,1,2008-06-04,2008-06-04,1
yieldex,"['Advertising', 'Web Tools']",18500000.0,USA,NY,2007-01-01,3,2009-02-18,2011-09-28,1
ymagis,"['Digital Media', 'Information Technology', 'Services']",15336992.0,FRA,A8,2007-08-22,2,2008-10-01,2014-01-24,1
yobble,"['iPhone', 'Mobile']",41358853.86867132,USA,CA,2011-01-18,1,2011-06-01,2011-06-01,0
yobeeda,"['Application Platforms', 'Human Resources', 'Recruiting']",175060.0,SWE,26,2011-04-15,1,2015-07-27,2015-07-27,0
yobongo,"['Curated Web', 'Mobile Devices']",1350000.0,USA,CA,2010-01-01,1,2011-03-23,2011-03-23,1
yodlee,['Finance'],124309780.0,USA,CA,1999-01-01,4,2006-06-29,2012-05-09,1
yoga works,"['Exercise', 'Health and Wellness']",13000000.0,USA,CA,1987-01-01,1,2007-08-31,2007-08-31,1
yoggie security systems,['Hardware + Software'],2800000.0,ISR,2,2005-01-01,2,2006-05-11,2007-01-22,1
yoke,['Curated Web'],500000.0,SGP,unknown,2007-02-18,1,2011-06-01,2011-06-01,1
yomoni,"['Banking', 'Internet', 'Wealth Management']",3918297.0,FRA,A8,2014-11-01,1,2015-06-09,2015-06-09,0
wander (f. yongopal),"['Mobile', 'Social Media']",185000.0,USA,CA,2010-01-01,5,2010-04-01,2011-01-01,0
yoomba,['Messaging'],41358853.86867132,USA,CA,2003-03-20,1,2007-07-01,2007-07-01,0
yoomly,['Curated Web'],41358853.86867132,USA,CA,2010-01-01,1,2010-01-30,2010-01-30,0
yoone,['Games'],197597.0,DEU,7,2010-11-03,1,2010-11-03,2010-11-03,0
yoonew,['Curated Web'],4000000.0,USA,NY,2004-01-01,2,2005-08-01,2007-01-01,0
yoowalk,"['Games', 'Virtual Worlds']",15698415.835953712,FRA,A8,2006-10-25,1,2008-02-01,2008-02-01,0
yoox group,['Fashion'],5800000.0,USA,NY,2000-01-01,4,2000-01-01,2005-09-01,1
yopolis,"['Communities', 'Governments', 'Social Commerce']",1000000.0,SGP,unknown,2008-07-21,1,2012-11-01,2012-11-01,0
yoquevos,['Curated Web'],25000.0,ARG,7,2008-10-01,1,2011-09-01,2011-09-01,0
yostro,['Public Relations'],38880.0,CAN,ON,2010-10-01,1,2010-10-20,2010-10-20,1
yottabyte netstorage,['Storage'],26000000.0,SGP,unknown,1997-06-08,1,2001-09-19,2001-09-19,0
yottayotta,['Data Visualization'],40648791.0,CAN,AB,2000-01-01,2,2000-08-29,2004-03-01,0
you cook,['Hospitality'],15515606.656651298,SGP,unknown,2007-09-20,1,2012-01-01,2012-01-01,1
you on demand holdings,['Video on Demand'],25000000.0,USA,NY,2009-11-07,1,2014-02-18,2014-02-18,1
you software,['Software'],9000000.0,SGP,unknown,2001-08-24,1,2005-12-05,2005-12-05,0
youbeauty,['Health and Wellness'],13495343.0,SGP,unknown,2010-10-28,3,2010-12-20,2014-02-06,1
youbeqb,['Sports'],41358853.86867132,USA,WA,2008-08-14,1,2007-05-01,2007-05-01,0
youcalc,"['Analytics', 'Business Intelligence', 'Gadget', 'Graphics', 'Music', 'Visualization', 'Web Development', 'Web Tools']",3840000.0,DNK,17,2006-06-01,3,2003-06-01,2008-01-01,1
youcastr,"['Broadcasting', 'Games', 'Sports', 'Video Streaming']",500000.0,USA,MA,2007-06-04,1,2008-02-01,2008-02-01,0
youhelp,"['Charity', 'Entertainment', 'Humanitarian', 'Social Media', 'Social Network Media']",22966913.78341673,AUT,9,2010-01-01,1,2010-01-01,2010-01-01,0
youku,"['Broadcasting', 'Photography', 'Technology']",1320000000.0,CHN,23,2006-12-21,6,2006-03-01,2014-04-28,1
youlicit,['Curated Web'],41358853.86867132,USA,NY,2006-09-01,1,2008-01-01,2008-01-01,0
youlike,"['Identity', 'Social Media', 'Social Network Media']",310000.0,TUR,34,2012-04-01,1,2012-04-01,2012-04-01,0
young innovations,['Manufacturing'],41358853.86867132,USA,MO,1995-01-01,1,2013-03-03,2013-03-03,1
youngevity international,"['Beauty', 'Consumer Goods', 'Women']",9400000.0,USA,CA,2009-12-22,2,2014-04-04,2015-01-21,1
yourdost,"['Fitness', 'Health and Wellness', 'Healthcare Services']",400000.0,IND,19,2014-12-15,1,2015-11-04,2015-11-04,0
your energy,['Clean Technology'],53030000.0,GBR,H9,2004-04-19,1,2008-07-31,2008-07-31,0
your survival,['Curated Web'],425000.0,USA,CT,2006-10-01,1,2008-11-10,2008-11-10,0
