name,category_list,funding_total_usd,country_code,state_code,founded_at,funding_rounds,first_funding_at,last_funding_at,status
Zyken - NightCove,"['Design', 'Hardware + Software', 'Health and Wellness']",3384225,FRA,A8,2005-01-01,4,2005-01-01,2012-04-01,acquired
Zykis,"['Automotive', 'Data Security', 'Education', 'Kids', 'Portals', 'Public Relations']",800000,USA,CA,2006-10-27,1,2006-10-27,2006-10-27,closed
Zymetis,['Biotechnology'],2257464,USA,MD,2006-01-01,3,2007-01-01,2010-01-31,closed
Zyncro,"['Cloud Computing', 'Enterprise 2.0', 'Enterprise Software', 'MicroBlogging', 'Social Business']",3805520,ESP,56,2009-09-01,2,2011-04-05,2012-02-03,acquired
Zynerba Pharmaceuticals,['Pharmaceuticals'],13000000,USA,PA,2014-01-01,1,2014-10-14,2014-10-14,ipo
Zynga,"['Facebook Applications', 'Games', 'Networking', 'Technology']",866550786,USA,CA,2007-07-01,9,2007-01-01,2011-02-18,ipo
Zyraz Technology,['Biotechnology'],15419877,MYS,14,1994-01-01,4,2008-01-01,2013-02-15,closed
Zystor,['Biotechnology'],8500000,USA,WI,,1,2004-12-16,2004-12-16,acquired
TriCipher,['Enterprise'],40100000,USA,CA,2000-01-01,4,2005-02-14,2009-12-28,acquired
Plixi,['Web'],2600000,USA,CA,2009-03-18,1,2010-03-30,2010-03-30,acquired
Solidcore Systems,['Software'],40000000,USA,CA,2002-01-01,3,2005-02-17,2007-04-25,acquired
Inhale Digital,['Games'],1300000,USA,CA,2010-08-01,2,2010-08-01,2012-04-01,closed
RingCube Technologies,['Software'],26000000,USA,CA,2005-01-01,3,2006-09-21,2010-03-18,acquired
VoodooVox,['Mobile'],9650000,USA,MA,2002-01-01,3,2005-08-02,2013-02-08,acquired
Doostang,['Web'],5750000,USA,CA,2005-06-01,3,2007-02-01,2010-02-05,acquired
Zong,['Mobile'],27500000,USA,CA,2000-11-15,3,2005-07-01,2010-04-26,acquired
Center'd,['Web'],10400000,USA,CA,2006-01-01,5,2007-02-01,2011-05-03,closed
Resonant Vibes,['Web'],350000,USA,KY,2004-01-01,1,2008-11-25,2008-11-25,closed
Stratavia,['Software'],10700000,USA,CO,2001-01-01,5,2005-08-31,2009-12-29,acquired
MeeVee,['Games'],25000000,USA,CA,2000-07-01,4,2005-02-01,2007-09-01,acquired
SinglePlatform,['Web'],4575000,USA,NY,2010-01-01,3,2010-09-29,2011-08-01,acquired
Bling Nation,['Enterprise'],28000000,USA,CA,2007-01-01,2,2009-07-02,2009-10-30,closed
Metreos Corporation,['Software'],4355000,USA,TX,2001-01-01,2,2003-03-20,2004-10-14,acquired
Neopolitan Networks,['Web'],3170000,USA,CA,2002-01-01,1,2007-06-28,2007-06-28,closed
Pixelpipe,['Mobile'],2300000,USA,CA,2008-01-01,2,2007-01-01,2011-04-25,closed
BridgePort Networks,['Software'],13000000,USA,IL,2002-01-01,1,2006-11-03,2006-11-03,acquired
"RetailMeNot, Inc.",['Web'],299500000,USA,TX,2007-05-01,5,2009-11-01,2011-11-10,acquired
eMinor,['Software'],5000000,USA,NC,2006-10-01,2,2006-08-01,2008-10-07,closed
Karma,['Mobile'],2304999,USA,CA,2011-01-01,2,2011-01-01,2011-11-14,acquired
Entertainment Media Works,['Software'],4000000,USA,NY,2004-07-01,1,2007-02-26,2007-02-26,closed
Elastra,['Software'],14600000,USA,CA,2007-01-01,2,2007-08-15,2008-08-05,closed
Fotomoto,['E-Commerce'],1822922,USA,CA,2008-10-01,3,2008-12-01,2011-05-26,acquired
Peer39,['Advertising'],29915001,USA,NY,2006-03-01,7,2006-03-01,2012-01-24,acquired
Vitrue,['Enterprise'],33000000,USA,GA,2006-05-01,4,2006-05-01,2011-02-17,acquired
Trendslide,['Mobile'],125000,USA,NH,2011-08-01,2,2011-08-01,2012-03-01,acquired
Azaleos,['Enterprise'],10000000,USA,WA,2004-05-11,1,2007-11-06,2007-11-06,acquired
Efficient Frontier,['Advertising'],6000000,USA,CA,2002-01-01,1,2006-08-31,2006-08-31,acquired
NetDevices,['Software'],25000000,USA,CA,2003-01-01,1,2005-08-16,2005-08-16,acquired
Performable,['Software'],3000000,USA,MA,2009-10-17,1,2010-01-15,2010-01-15,acquired
Appstores.com,['Software'],1155000,USA,CA,2010-05-24,2,2010-08-01,2011-08-01,acquired
Fortify Software,['Software'],10000000,USA,CA,2002-10-01,1,2005-12-15,2005-12-15,acquired
iCurrent,['Web'],3000000,USA,CA,2006-01-01,1,2008-08-01,2008-08-01,acquired
AisleBuyer,['Mobile'],11500000,USA,MA,2009-01-01,2,2010-11-23,2011-06-13,acquired
Indeed,['Web'],5000000,USA,TX,2004-11-01,1,2005-08-01,2005-08-01,acquired
Mashery,['Enterprise'],34700000,USA,CA,2006-05-01,6,2007-01-01,2012-07-23,acquired
Transparency Software,['Software'],12050000,USA,CA,2004-01-01,2,2005-03-09,2007-07-01,closed
Enclarity,['Consulting'],5500000,USA,CA,2005-02-01,1,2009-03-10,2009-03-10,acquired
Virsto Software,['Software'],24000000,USA,CA,2007-07-01,3,2009-06-26,2011-08-25,acquired
Handmark,['Mobile'],10000000,USA,MO,2000-07-01,2,2005-09-12,2006-09-07,acquired
Viacor,['Biotech'],19009671,USA,MA,1999-12-01,3,2002-09-12,2010-11-10,closed
SchemaLogic,['Enterprise'],18914576,USA,WA,2001-01-01,5,2005-01-17,2010-04-20,acquired
Skyway Software,['Software'],4000000,USA,FL,2001-01-01,1,2007-05-16,2007-05-16,closed
CardStar,['Software'],2030882,USA,MA,2008-12-01,3,2010-03-30,2011-09-13,acquired
Myrio,['Software'],20500000,USA,WA,1999-12-01,1,2001-01-01,2001-01-01,closed
Intela,['Advertising'],13250000,USA,CO,2006-02-02,2,2010-01-18,2012-08-09,acquired
Sportgenic,['Advertising'],11489687,USA,CA,2005-09-01,3,2007-01-01,2008-09-09,acquired
Lolapps,['Web'],4000000,USA,CA,2008-01-01,1,2008-09-05,2008-09-05,acquired
Behavio,['Software'],355000,USA,CA,2012-06-12,1,2012-06-01,2012-06-01,acquired
Infinity Box,['Web'],118000,USA,FL,2006-01-01,2,2006-01-01,2006-04-01,acquired
adBrite,['Advertising'],40400000,USA,CA,2003-01-01,4,2004-09-01,2012-05-01,acquired
Texert,['Software'],3000000,USA,TX,2007-01-01,1,2008-10-21,2008-10-21,closed
Mendocino Software,['Software'],19700000,USA,CA,2003-01-01,2,2005-09-12,2007-01-01,closed
QuikCycle,['Software'],17800000,USA,CA,1998-01-01,2,2007-03-01,2007-03-12,closed
Motionbox,['Games'],17200000,USA,NY,2006-01-01,3,2006-09-01,2009-01-14,acquired
AccelGolf,['Mobile'],457282,USA,MA,2008-08-01,7,2008-01-01,2009-12-04,closed
MoPub,['Mobile'],18500000,USA,CA,2010-09-09,4,2010-09-01,2012-09-20,acquired
Plethora Technology,['Software'],1000000,USA,WV,2000-01-01,1,2005-06-09,2005-06-09,closed
DailyStrength,['Web'],5000000,USA,CA,2006-04-01,1,2007-05-18,2007-05-18,acquired
Yub,['E-Commerce'],12000000,USA,CA,2013-01-01,1,2013-11-19,2013-11-19,closed
SNAPin Software,['Software'],22300000,USA,WA,2003-01-01,2,2005-07-11,2006-02-07,acquired
ARPU,['Advertising'],15564591,USA,DC,2005-05-01,3,2006-07-01,2009-12-29,closed
BookFresh,['Web'],500000,USA,CA,2007-01-01,1,2009-07-28,2009-07-28,acquired
Open Kernel Labs,['Software'],10764323,USA,IL,2006-01-01,5,2007-09-13,2012-07-06,acquired
Elanti Systems,['Software'],5500000,USA,NJ,2007-01-01,1,2008-05-29,2008-05-29,closed
Visiprise,['Software'],32000000,USA,GA,1985-01-01,1,2005-10-17,2005-10-17,closed
Hubspan,['Software'],13000000,USA,WA,2000-01-01,1,2005-10-14,2005-10-14,acquired
iConclude,['Software'],12500000,USA,WA,2005-01-01,3,2005-02-01,2006-04-10,acquired
Aardvark,['Web'],6000000,USA,CA,2007-07-01,2,2007-01-01,2008-10-01,acquired
Hotelicopter,['Web'],5000000,USA,VA,2006-06-01,2,2008-11-17,2011-03-31,closed
Anystream,['Software'],59000000,USA,VA,2000-01-01,3,2000-01-01,2007-02-07,acquired
CakeStyle,['Web'],1000000,USA,IL,2011-08-01,1,2012-08-13,2012-08-13,closed
Fluther,['Web'],600000,USA,CA,2007-01-01,1,2009-09-21,2009-09-21,acquired
Pocket Communications Northeast,['Mobile'],125000000,USA,CT,2006-01-01,2,2008-11-01,2009-02-20,closed
Goodreads,['Web'],2750000,USA,CA,2007-01-15,2,2007-11-01,2009-12-09,acquired
Flud,['Enterprise'],2100000,USA,CA,2010-10-01,3,2011-04-13,2012-09-01,closed
Chomp,['Mobile'],2565000,USA,CA,2009-09-09,2,2009-11-01,2010-03-11,acquired
Origen Therapeutics,['Biotech'],2000000,USA,CA,1997-01-01,1,2007-10-03,2007-10-03,closed
ShopWiki,['E-Commerce'],6250000,USA,NY,2005-06-01,1,2006-07-01,2006-07-01,acquired
Fondu,['Web'],575000,USA,NY,2010-02-01,1,2011-11-01,2011-11-01,acquired
Loudcaster,['Web'],53000,USA,MA,2009-08-01,2,2009-08-01,2010-03-01,closed
TwoFish,['E-Commerce'],9500000,USA,CA,2006-01-01,2,2006-12-01,2008-10-10,acquired
Workstreamer,['Enterprise'],3500000,USA,TX,2009-10-01,2,2009-01-01,2010-07-27,closed
Artisan Pharma,['Biotech'],85381111,USA,MA,2006-01-01,5,2006-09-06,2010-07-20,acquired
Bill Me Later,['Web'],100000000,USA,MD,2000-01-01,3,2006-03-01,2007-12-01,acquired
Bueda,['Advertising'],125000,USA,PA,2009-01-04,2,2008-01-01,2010-07-01,closed
Defywire,['Mobile'],10600000,USA,VA,2003-01-01,2,2005-04-26,2007-03-27,closed
TheMarkets,['Web'],30000000,USA,NY,2000-01-01,1,2007-07-12,2007-07-12,acquired
Netgamix Inc,['Games'],132885,USA,IL,2010-09-24,3,2011-10-15,2012-07-01,closed
Sentrigo,['Software'],9500000,USA,CA,2006-10-01,3,2007-05-08,2010-12-21,acquired
Define My Style,['Web'],690000,USA,OH,2010-02-01,1,2011-12-02,2011-12-02,closed
Firethorn,['Mobile'],25131611,USA,GA,2001-01-01,3,2006-03-01,2007-01-02,acquired
Taligen Therapeutics,['Biotech'],78750000,USA,MA,2004-01-01,3,2005-08-01,2010-08-23,acquired
Adap.tv,['Advertising'],48500000,USA,CA,2006-11-01,5,2007-02-01,2011-03-28,acquired
Arch Rock Corporation,['Software'],15000000,USA,CA,2005-01-01,2,2005-10-01,2007-05-02,acquired
SpiralFrog,['Games'],45000000,USA,NY,2004-01-01,3,2006-01-01,2007-12-01,closed
Plusmo,['Mobile'],4410000,USA,CA,2006-06-01,1,2008-05-01,2008-05-01,acquired
ZipList,['Web'],4500000,USA,VA,2010-01-01,2,2010-01-01,2010-11-24,acquired
Involver,['Software'],11040000,USA,CA,2007-01-01,3,2008-09-02,2010-10-14,acquired
Lionside,['Games'],1600000,USA,CA,2009-01-01,1,2010-11-19,2010-11-19,acquired
Game Trust,['Software'],9000000,USA,NY,2002-01-01,2,2005-06-01,2005-11-15,acquired
Visible Path,['Web'],24700000,USA,CA,2002-01-01,2,2006-03-01,2006-03-01,acquired
GetBack,['Web'],1700000,USA,CA,2007-09-01,1,2008-11-06,2008-11-06,closed
Slipstream,['Web'],20000,USA,CA,2010-06-01,1,2010-08-31,2010-08-31,closed
HipLogic,['Mobile'],11500000,USA,CA,2005-01-01,2,2008-02-08,2009-12-02,acquired
Dilithium Networks,['Mobile'],98170000,USA,CA,2001-01-01,7,2003-04-23,2010-06-03,closed
Yobongo,['Web'],1350000,USA,CA,2010-01-01,1,2011-03-23,2011-03-23,acquired
Brickfish,['Software'],940261,USA,IL,2005-11-01,1,2010-07-16,2010-07-16,acquired
MyEnergy,['Web'],4000000,USA,MA,2007-06-04,2,2009-02-01,2011-02-03,acquired
LikeList,['Web'],5000000,USA,CA,2008-01-01,1,2009-12-15,2009-12-15,closed
Social Collective,['Web'],20000,USA,VA,2009-04-17,1,2009-04-18,2009-04-18,closed
NeuroTherapeutics Pharma,['Biotech'],55000000,USA,IL,2006-01-01,2,2010-05-20,2011-12-15,closed
Provade,['Enterprise'],15180000,USA,CA,2004-01-01,4,2006-01-23,2010-08-11,acquired
Infineta Systems,['Software'],30000000,USA,CA,2008-01-01,2,2010-05-07,2011-06-06,closed
Crowd Factory,['Advertising'],6500000,USA,CA,2009-01-01,1,2011-01-26,2011-01-26,acquired
Friendsignia,['Web'],15000,USA,TN,2012-01-29,1,2012-01-29,2012-01-29,closed
Vizibility,['Mobile'],4705910,USA,NY,2009-07-01,5,2010-03-24,2013-02-06,acquired
OpenFeint,['Games'],3000000,USA,CA,2008-01-01,1,2010-10-21,2010-10-21,acquired
Tumblr,['Web'],125250000,USA,NY,2007-02-01,6,2007-10-31,2012-01-01,acquired
Crashlytics,['Mobile'],6000000,USA,MA,2011-02-01,2,2011-10-13,2012-04-10,acquired
Recurve,['Software'],14000000,USA,CA,2005-08-01,2,2008-09-23,2010-06-17,acquired
Conformity,['Enterprise'],3000000,USA,TX,2007-07-01,1,2009-01-28,2009-01-28,closed
Moprise,['Enterprise'],2238055,USA,WA,2010-01-01,2,2011-07-08,2011-10-07,closed
ShopRunner,['E-Commerce'],75000000,USA,PA,2010-01-01,1,2013-08-19,2013-08-19,acquired
RatePoint,['Software'],24500000,USA,MA,2006-09-01,4,2007-01-29,2010-08-20,closed
Digital Performance,['Advertising'],4476171,USA,CA,2002-01-01,3,2006-11-27,2010-02-05,closed
Gowalla,['Web'],10400001,USA,TX,2007-08-28,3,2008-02-27,2010-01-28,acquired
Replay Solutions,['Software'],15200000,USA,CA,2004-01-01,2,2006-12-05,2008-08-18,acquired
Turf Geography Club,['Mobile'],890000,USA,NY,2011-01-01,2,2011-08-15,2012-08-02,closed
skyrockit,['Mobile'],2600000,USA,CA,2001-01-01,1,2011-07-12,2011-07-12,closed
Cartavi,['Enterprise'],1226270,USA,IL,2009-01-01,1,2012-11-13,2012-11-13,acquired
Cramster,['Web'],9000000,USA,CA,2002-01-01,2,2008-09-25,2010-04-14,acquired
Certify Data Systems,['Enterprise'],7210210,USA,CA,2004-01-01,4,2008-08-25,2012-02-15,acquired
CentrePath,['Software'],15050000,USA,MA,2000-01-01,2,2005-09-06,2006-04-24,acquired
VoxPop Network Corporation,['Games'],3500000,USA,CA,2006-08-01,2,2007-05-01,2009-05-01,acquired
OpVista,['Software'],43000000,USA,CA,2000-01-01,2,2006-06-22,2007-05-07,closed
Metaweb Technologies,['Web'],57000000,USA,CA,2005-01-01,2,2006-03-01,2008-01-15,acquired
DocVerse,['Web'],1300000,USA,CA,2007-09-01,1,2008-07-23,2008-07-23,acquired
Veoh,['Games'],69750000,USA,CA,2004-01-01,4,2005-07-01,2008-06-03,acquired
BzzAgent,['Advertising'],14500000,USA,MA,2001-01-01,2,2004-01-01,2006-01-01,acquired
GuardianEdge Technologies,['Software'],19500000,USA,CA,2002-01-01,3,2005-06-06,2007-07-23,acquired
Gradient X,['Mobile'],3750000,USA,CA,2012-01-01,1,2012-06-20,2012-06-20,acquired
ezzai - how to arabia,['Web'],45000000,USA,IL,2010-08-01,1,2010-08-01,2010-08-01,closed
rPath,['Enterprise'],32500000,USA,NC,2005-04-01,4,2006-01-24,2010-10-22,closed
Boomi,['Enterprise'],4900000,USA,PA,2000-03-01,2,2002-01-01,2008-07-01,acquired
VoloMedia,['Advertising'],12000000,USA,CA,2005-01-01,2,2007-04-20,2008-03-18,closed
Flixster,['Web'],7175000,USA,CA,2006-01-20,3,2006-02-01,2008-04-04,acquired
Wesabe,['Web'],4700000,USA,CA,2005-12-01,2,2007-02-01,2007-06-01,closed
NeoEdge Networks,['Advertising'],10000000,USA,CA,2002-05-02,3,2007-06-08,2010-12-20,acquired
Camiant,['Software'],16100000,USA,MA,2003-01-01,2,2005-03-29,2007-01-11,acquired
NuConomy,['Advertising'],3300000,USA,CA,2006-01-01,2,2007-04-01,2008-02-01,acquired
GlobalCrypto,['Software'],1000000,USA,GA,2006-06-01,2,2008-11-11,2008-11-11,closed
Bioenvision,['Biotech'],7410000,USA,NY,1996-01-01,1,2007-04-30,2007-04-30,closed
WebVisible,['Software'],37000000,USA,CA,2001-01-01,3,2005-09-01,2010-02-11,closed
GoodGuide,['Web'],14229998,USA,CA,2007-12-01,3,2009-01-19,2011-08-26,acquired
avVenta,['Advertising'],20000000,USA,NY,2005-01-01,1,2009-01-14,2009-01-14,acquired
DiJiPOP,['Advertising'],2000000,USA,RI,2008-11-01,2,2009-08-01,2010-12-06,acquired
Layer 7 Technologies,['Software'],19900000,USA,DC,2003-01-01,2,2006-10-26,2009-02-02,acquired
DeliveryEdge,['E-Commerce'],1500000,USA,CA,2006-09-01,1,2007-12-01,2007-12-01,closed
Pipewise,['Enterprise'],3500000,USA,CA,2010-09-01,1,2011-02-17,2011-02-17,closed
MAP Pharmaceuticals,['Biotech'],50000000,USA,CA,2003-01-01,1,2007-03-28,2007-03-28,acquired
"ORCA, Inc.",['E-Commerce'],2000000,USA,NY,2008-01-01,1,2009-06-21,2009-06-21,acquired
Amobee,['Advertising'],72000000,USA,CA,2005-05-01,6,2006-11-01,2011-03-01,acquired
Outright,['Enterprise'],7500000,USA,CA,2008-06-01,2,2008-11-01,2009-11-18,acquired
Phurnace Software,['Software'],10000000,USA,TX,2007-01-01,2,2007-09-11,2008-07-01,acquired
FastSoft,['Software'],5965000,USA,CA,2006-01-01,4,2007-06-11,2012-09-04,acquired
GrandCentral,['Mobile'],4000000,USA,CA,2006-04-01,1,2006-01-01,2006-01-01,acquired
Speedshape,['Advertising'],5000000,USA,MI,2003-01-01,1,2008-02-20,2008-02-20,closed
BlueLithium,['Advertising'],11500000,USA,CA,2004-01-01,1,2005-02-01,2005-02-01,acquired
Media Chaperone,['Web'],1050000,USA,IL,2009-01-01,2,2010-01-14,2011-02-24,closed
Giant Realm,['Web'],5500000,USA,NY,2007-01-01,2,2008-03-01,2008-05-08,acquired
Invite Media,['Advertising'],5000000,USA,PA,2007-02-01,3,2007-12-01,2009-12-01,acquired
UpMo,['Enterprise'],3700000,USA,CA,2011-01-01,2,2009-12-13,2011-08-17,closed
Appscio,['Software'],7000000,USA,CA,2006-01-01,2,2007-03-20,2009-01-03,closed
LocaModa,['Advertising'],7900000,USA,MA,2007-01-01,3,2007-09-18,2011-03-25,acquired
MPOWER Mobile,['Mobile'],5000000,USA,TX,2005-01-01,1,2009-10-28,2009-10-28,closed
Intelliworks,['Enterprise'],22250000,USA,MD,2004-12-01,4,2005-02-14,2009-04-24,acquired
Meridian,['Enterprise'],1975000,USA,OR,2011-03-01,2,2011-09-14,2012-08-30,acquired
Kluster,['Web'],1000000,USA,NY,2008-01-01,1,2008-01-01,2008-01-01,acquired
Jingle Networks,['Mobile'],88651133,USA,NY,2005-09-01,7,2005-10-01,2009-12-28,acquired
ItsGoinOn,['Games'],100000,USA,CA,2010-05-01,1,2011-01-01,2011-01-01,closed
mSnap,['Mobile'],5000000,USA,CO,2005-06-01,1,2006-06-01,2006-06-01,acquired
Biofisica,['Biotech'],7300000,USA,GA,2000-01-01,2,2006-10-31,2008-04-21,closed
Ardian,['Biotech'],64080000,USA,CA,2003-01-01,3,2005-01-01,2009-03-23,acquired
Tracelytics,['Enterprise'],5800000,USA,RI,2010-07-01,2,2011-11-03,2012-03-22,acquired
Kyte,['Games'],23350000,USA,CA,2006-12-01,4,2007-07-01,2012-03-01,acquired
Ounce Labs,['Software'],13500000,USA,MA,2002-10-01,2,2006-06-08,2008-09-16,acquired
Immunet Corporation,['Software'],2000000,USA,CA,2008-07-01,1,2009-11-01,2009-11-01,acquired
CopperEgg Corporation,['Enterprise'],4100000,USA,TX,2010-06-01,2,2011-07-12,2012-05-08,acquired
PopularMedia,['Advertising'],12250000,USA,CA,2003-01-01,2,2007-02-01,2008-07-28,acquired
Miyowa,['Mobile'],11725600,USA,CA,2003-04-14,2,2006-09-04,2008-05-08,acquired
Intrusic,['Software'],16000000,USA,MA,2001-01-01,2,2005-04-25,2006-10-30,closed
Dashwire,['Mobile'],5056559,USA,WA,2006-08-11,3,2009-01-31,2010-12-28,acquired
Reddit,['Web'],100000,USA,CA,2005-01-01,1,2005-06-01,2005-06-01,acquired
Voxify,['Enterprise'],33000000,USA,CA,2001-01-01,3,2005-02-01,2010-04-21,acquired
Calibra Medical,['Biotech'],19800000,USA,CA,2004-01-01,4,2009-11-24,2011-04-15,acquired
Offermatic,['Web'],4500000,USA,CA,2010-02-01,2,2010-12-01,2011-03-09,closed
HiWired,['Software'],14000000,USA,MA,2004-01-01,2,2008-01-01,2008-01-02,acquired
Hyperic,['Software'],9900000,USA,CA,2004-01-01,2,2006-05-10,2007-06-05,acquired
Optimal,['Advertising'],7600000,USA,CA,2008-01-01,3,2008-01-01,2013-01-22,acquired
SendMeHome.com,['Games'],50000,USA,CA,2008-07-01,1,2008-07-01,2008-07-01,closed
Geodelic Systems,['Mobile'],10500000,USA,CA,2008-01-01,3,2008-12-01,2010-09-23,closed
BlockBeacon,['Web'],500000,USA,CA,2012-01-01,1,2012-06-21,2012-06-21,acquired
PostPath,['Web'],24300000,USA,CA,2003-01-01,2,2004-12-07,2007-01-16,acquired
Heartscape,['Biotech'],16980999,USA,MD,2000-01-01,1,2007-04-24,2007-04-24,acquired
PeerMe,['Games'],5000000,USA,CA,2004-01-01,1,2005-01-01,2005-01-01,closed
neoSaej,['Web'],13130000,USA,MA,2006-01-01,5,2007-03-29,2010-12-21,closed
Kiha Software,['Software'],20000000,USA,WA,2008-01-01,1,2010-10-28,2010-10-28,closed
Vlingo,['Mobile'],26500000,USA,MA,2006-06-01,3,2006-12-01,2009-09-16,acquired
Tizor Systems,['Enterprise'],15000000,USA,MA,2002-01-01,2,2005-09-12,2006-02-07,acquired
Hurricane Party,['Mobile'],20000,USA,TX,2010-05-01,1,2010-05-01,2010-05-01,closed
Minekey,['Web'],3600000,USA,CA,2005-01-01,2,2006-12-01,2007-08-01,closed
Blip,['Games'],27300000,USA,NY,2005-05-01,7,2006-03-01,2012-07-30,acquired
Fabkids,['E-Commerce'],2600000,USA,CA,2012-01-01,1,2012-08-02,2012-08-02,acquired
CafeBots,['Web'],5000000,USA,CA,2010-01-01,1,2010-10-21,2010-10-21,closed
Avaak,['Mobile'],17000000,USA,CA,2004-01-01,2,2008-10-03,2010-03-22,acquired
Kongregate,['Games'],19000000,USA,CA,2006-01-01,4,2007-03-01,2013-07-02,acquired
Kiptronic,['Advertising'],7300000,USA,CA,2005-05-01,3,2005-11-01,2008-06-05,acquired
Cozi Group,['Web'],26390819,USA,WA,2005-03-03,7,2005-12-01,2012-12-27,closed
Likewise Software,['Software'],10000000,USA,WA,2004-11-01,1,2009-04-30,2009-04-30,acquired
Lifestander,['Web'],31000,USA,NY,2010-09-01,1,2010-10-02,2010-10-02,closed
Jaxtr,['Mobile'],21500000,USA,CA,2005-10-01,3,2007-07-01,2008-06-23,acquired
Metaplace,['Games'],9400000,USA,CA,2006-07-01,3,2007-01-01,2010-03-15,acquired
TravelMuse,['Web'],5600000,USA,NY,2007-04-16,3,2007-05-01,2009-06-01,acquired
PayParade Pictures,['Games'],200000,USA,PA,2007-10-17,2,2008-12-01,2009-03-13,closed
kwiry,['Mobile'],1000000,USA,CA,2006-01-01,1,2008-03-20,2008-03-20,closed
Amadesa,['Software'],12800000,USA,IL,2005-05-15,2,2007-12-03,2011-10-05,closed
Cast Iron Systems,['Enterprise'],30500000,USA,CA,2001-01-01,2,2005-03-28,2007-07-29,acquired
Geni,['Web'],16500000,USA,CA,2006-06-01,3,2007-01-01,2009-01-19,acquired
Outside.in,['Web'],14400000,USA,NY,2006-08-01,5,2007-02-01,2009-12-08,acquired
Salesforce Buddy Media,['Enterprise'],90000000,USA,NY,2007-09-01,5,2007-09-01,2011-08-15,acquired
Vizu Corporation,['Advertising'],13075000,USA,CA,2005-02-14,4,2006-02-20,2012-04-09,acquired
Zing Systems,['Games'],26000000,USA,CA,2007-06-01,2,2006-12-01,2007-01-01,acquired
DynamicOps,['Enterprise'],16300000,USA,MA,2008-01-01,2,2011-02-28,2011-09-09,acquired
Movero Technology,['Enterprise'],5992316,USA,TX,2003-01-01,2,2007-06-14,2010-03-23,acquired
Elevation Pharmaceuticals,['Biotech'],89400001,USA,CA,2007-01-01,4,2010-01-21,2012-01-04,acquired
Punch Entertainment,['Software'],1200000,USA,CA,2005-05-10,1,2006-02-27,2006-02-27,closed
Stickybits,['Web'],1900000,USA,NY,2009-01-01,2,2010-03-09,2010-05-19,closed
Ecast,['Games'],30300000,USA,CA,1999-01-01,3,2008-05-07,2011-05-26,closed
lifeIO,['Web'],500000,USA,NY,2006-08-29,1,2008-08-29,2008-08-29,closed
Revetto,['Web'],20000,USA,MI,2009-01-01,1,2009-05-01,2009-05-01,closed
ZoomSafer,['Mobile'],3350000,USA,VA,2009-01-01,4,2009-03-01,2011-03-07,acquired
AkaRx,['Biotech'],26100000,USA,NJ,2005-01-01,1,2010-01-07,2010-01-07,acquired
Lama Lab,['Enterprise'],1213066,USA,PA,2009-01-01,2,2010-05-31,2011-07-08,closed
Buysight,['Advertising'],24030000,USA,CA,2008-01-01,3,2008-11-04,2012-03-21,acquired
Pinch Media,['Software'],560001,USA,NY,2008-04-01,3,2008-05-01,2010-01-06,acquired
Enstratius,['Enterprise'],3500000,USA,MN,2009-01-01,1,2011-11-07,2011-11-07,acquired
Jumptap,['Mobile'],121500000,USA,MA,2005-01-01,7,2005-03-01,2012-07-02,acquired
WiChorus,['Mobile'],42500000,USA,CA,2005-01-01,4,2005-12-22,2008-11-04,acquired
